title,label
신원종합개발 등 건설주 강세 보여,1
상장폐지 위기 기업 줄잇는데 거래재개 성공한,-1
횡보중 주가 후끈 외국인 매수우위 전환,0
오는 18일 제65기 정기주주총회 개최,0
더벨 우양수산그룹 DNA 뜯어 고친다,0
서울대총동창회 신임회장에 김종섭 회장,0
김종섭 회장 서울대총동창회장 취임,0
삼익피아노 및 디지털피아노 봄 정기세일 최대 50% 할인,0
신학기 맞이 디지털 피아노 할인 진행,0
20일 주주총회 개최,0
X11번가 신학기 맞이 긴급공수 행사 진행,0
실적점검 21 4Q 영업이익 62억원 PER 6 5배,1
직영점 디지털피아노 정기세일,0
부고 이희동 전 노조위원장 모친상,0
지난해 영업익 357억 전년비 77 1% ↑,1
복현시영아파트 공사 도급 계약 체결,1
법원 이홍중 사장 주식 의결권 행사 가능,0
형제의 난 경영권 갈등 주총 이틀 전 극적 합의,0
정기 주총 열어 이종원 회장 체제로 마무리,0
경영권 분쟁 종식 주총 앞두고 극적 타협,0
진흥원 화성시 콘텐츠 기업 경쟁력 강화 나선다,1
업앤다운 건설주 하락 ↑ GS건설↓,-1
복현시영아파트 재건축사업 공사계약,0
오너 3세 경영체계 본격화,0
복현시영아파트 재건축사업 공사계약 체결,1
태양절 앞둔 北 광내기 주력 평양시내 녹화 한창,0
태양절 앞두고 조성하는 북한 주민들,0
봄 봄 봄 무위사 강진다원 백운동 손짓,0
매화꽃 향기 감도는 강진 백운동 4월에 가볼만한 곳으로 추천,0
경관 위해 거리에 나무를 심는 청진시 인민들,0
29일 주총 보통주 250원 현금배당,1
imazine 봄이 오는 길목 ③ 겨울 문지방 너머 온 햇살 따라 보길도,0
작년 영업이익 41% 감소한 31억원,-1
지난해 영업익 32억 전년비 41 1% ↓,-1
강진 백운동 활성화 맞손,0
부천시 시민자전거보험 가입 최대 0 3억지원,1
부천시 시민자전거보험 가입 최대 3000만원 지원,1
잡인사이드 공채 속보 신입 채용,0
민간기업 일자리 정보 유진투자증권 주 현대건설 주 DB손해보험 주,1
직무 중 관용차 사고로 다친 경찰 보험금 받는다,0
구미시법원 환자 약침 시술 후 보험회사 환수한 시술료 반환하라,0
보험 보험설계사가 회사차 사고도 보험금 준다 고 설명했으면 보험금 지급,0
보험 건설일용직 일한다고 안 알렸어도 월 2∼7일 불과했으면 보험금 줘야,0
단독 신영 신영자산관리 쏘시오리빙 인수합병 마무리 단계 플랫폼,1
경북 강원 산불피해 극복 성금 5000만원 전달,-1
바이오닉스 스튜디오산타클로스 매각 검토 사전절차 진행 주목e공시,-1
바이오닉스 주가 훈풍 스튜디오산타 지분 매각 검토 중,-1
핫스탁 세우글로벌 랩지노믹스 바이오닉스,0
㈜ 에프앤비 정순태 대표 관악구청장 표창장 수상,1
주식회사 대구사회복지공동모금회에 산불 피해 지원금 5천만원 전달,-1
바이오닉스 용인공장 취득 완료,1
단독 마이네임 제작사 스튜디오산타 매물로 나왔다,0
휴니드 미 무인기 핵심부품 공급한다,1
휴니드 작년 영업익 21% 증가 성장궤도 진입,1
특징주 미국 보잉에 항공전자장비 158억 공급 0 63%,1
휴니드 지난해 매출액 2277억원 전년대비 13%↑,1
공시 방위사업청과 3944억 규모 공급계약,1
휴니드 방사청과 3945억원 규모 대용량 무선전송체계 공급 계약,1
휴니드 현대중공업과 스마트쉽 건조 위한 업무협약 체결,1
휴니드 美 보잉과 150억 규모 전투기 항공부품 공급 계약,1
방위사업청 공급계약 3450억으로 정정,1
주가 훨훨 무슨 이슈 있나,1
더벨 캐시플로 모니터 8년만에 FCF 플러스 전환 배당 가능성은,1
안전보건경영시스템 인증서 획득,1
SM그룹 엘엔지 LNG 벙커링선 첫 출항,0
SM 민간임대아파트 조기 매각 두고 입주민과 진실 공방,-1
세계최대 LNG 벙커링선 英 셸에 대선,0
안전보건경영시스템 인증 획득,1
우오현 SM그룹 회장 사내이사 재선임,0
해운업계 공정위와 재격돌 예고 행정소송도 불사,-1
SM그룹 안전보건경영시스템 인증서 획득,1
DDR5 미래형 산업 주도할 게임 체인저,0
단독 노태문 사장 갤럭시만의 AP 만들 것 GOS 논란 정면돌파,-1
삼성도 깜짝 놀랐다 노트 품은 갤럭시S 순식간에 100만대 판매,0
6만전자 갇혀 있더니 이재용 3개월새 주식재산 1조 넘게 증발,0
삼성에 질세라 LG도 뛰어들었다 40조 키오스크 시장 잡자,0
홈쇼핑모아 4월 모바일 홈쇼핑 인기 브랜드 1위,1
역시 반도체 1분기 실적 쾌조 매출 300조 시대 성큼 종합,1
갤럭시노트10 GOS 선택권 업데이트,0
삼성 갤S22 국내판매량 100만대 임박 미풍 그친 GOS 논란,-1
삼성전자 1주씩 사고 팔수 있다,0
삼성전자 1주씩 사고 팔수 있다,0
삼성전자등 10만원넘는 고가주 1주씩도 살수있다,0
외국인 기관 삼성전자 동반 순매도,0
외국인 삼성전자 1000억원대 순매도,0
외국인 삼성전자 이틀째 순매수 SK 팔자,0
외국인 기관 삼성전자 동반매수,0
삼성전자 외국인 팔고 기관은 사고,0
외국인 10거래일만에 삼성전자 순매수 전환,0
외국인 삼성전자 8거래일째 순매도 지속,0
Who Is 정영채 대표이사 사장,0
22조원 규모 주택도시기금 4년간 운용,0
THE100리포트 80호 발간,0
모바일증권 나무→나무증권 브랜드 리뉴얼,0
NH證 주택도시기금 전담운용기관 우선협상대상자 선정,1
ESG위원회 출범 ESG 경영 적극 대응,0
서울대 제18기 100세시대 인생대학 수강생 모집,0
ESG위원회 출범 범농협 ESG 중심축 될 것,0
류승호 대표 친환경캠페인 고고챌린지 동참,0
지난해 영업이익 820억 흑자 전환,1
주가 2%↑ 지난해 매출액 1조7033억,1
울산 고기능성 융복합 화학소재 지원센터 구축사업 본격화,1
금호피앤비화학 친환경 캠페인 고고챌린지 동참,0
실적점검 4Q 영업이익 266억원 PER 4배,1
고기능성 융복합 화학소재 지원센터 건립 착수,1
브랜드 경쟁력 갖춘 한강신도시 센트레비즈 분양 예정,0
한신공영 지난해 연간실적 발표로 희비 엇갈려 한신공영↓동부,-1
환경전문가 사외이사 선임 ESG 위원장도 겸임,0
대구 사토 반출 위해 농지에 폐아스콘 포장까지,0
산업플랜트 진출 도로 환경분야 개척,1
삼성물산 54개월째 건설사 취업인기 1위,1
10대 건설 CEO 연봉 12억대 삼성 이영호 사장 22억 최고,1
삼성물산 현대엔지니어링 코오롱글로벌 채용,0
마법공식 수주잔고 풍부 6년치 일감 확보,1
518억원 규모 라오스 메콩강변 종합관리사업 착공식,1
A 브랜드 스토리⑭ 40년 국민 식탁 지킨 동원참치,0
더벨 동원그룹 투자 본능 부활 CVC 활로 찾는다,1
金값된 연어 국내 양식 시동 연어에 꽂힌 동원 vs GS건설,0
1분기 증익 전망 대신증권,0
특징주 1분기 호실적 전망에 5%대 강세,1
동원 美 자회사 스타키스트 수입관세 35% 내야,0
긍 부정 요인 혼재,-1
정부 양양연어산업단지 최종 승인,1
현대백화점 과 황금넙치 30% 세일,0
주총 김재옥 동원 대표 미래 먹거리 발굴과 품질 경영 확립할 것,0
주당 188원 현금배당,1
50억 규모 자사주 취득 주주가치 제고,1
연매출 1조 클럽 합류 부울경 15곳으로 늘었다,0
재계 세대교체 속도 1970년 이후 출생 회장 부회장 만 50명,0
씨에스윈드 화승인더 자사주 매입 공시후 소폭 하락,-1
특별관계자 지분변동,0
주식 매수의견 유지 고가제품 위주 신규주문 늘어,0
늘어난 개미 덕분에 힘 얻은 행동주의 펀드 수익률 40% 넘기도,1
3%룰 효과 에스엠 사조 외국인 매수 몰려,0
올해 주총서 3%룰 효과 확인 내년엔 더욱 뜨거워질 것,0
계란으로 바위 깰까 소액주주 감사위원 선임 내막,0
주가 급등 수산물 가격 급등 우려,-1
소액주주 감사위원 선임 표대결 승리 이사회 견제한다,0
사조산업 이어 도 주주 갈등 차파트너스 배당 늘려라,1
소액주주의 뜻깊은 승리 기어코 열린 사조그룹의 문,0
차파트너스 에 아예 자발적 상장폐지 요구한 까닭,1
적극적 주주행동에 자발적 주주환원↑,1
조일알미늄 주가 강세 보여,1
특징주 알루미늄 관련주 피제이메탈 알루코 주가 시황,0
특징주 알루미늄값 상승에 남선알미늄 등 관련주 급등,1
특징주 조일알미늄 러 우크라 사태 알루미늄 값↑ 현재 주가,1
특징주 러시아 우크라 사태 속 알루미늄 가격 상승 주가 관심,1
특징주 러시아 경제제재 우려에 하루종일 강세 왜,-1
특징주 우크라이나 사태 알루미늄 값 14년래 최고치에 강세,1
우크라이나 사태 관련 원자재값 폭등 우려에 상승세,-1
이차전지 소재주로 변신 밸류에이션 재평가의 여정,0
특징주 3% 상승 알루미늄 가격 3000달러 육박 전망,1
안다자산운용 SK케미칼 주주들에 의결권 대리행사 권유,0
SK케미칼 주식 3만주 장내매수,0
유가증권 메모 28일 일반공모청약 등,0
유가증권 메모 27일 일반공모청약,0
SK디스커버리도 가습기살균제 부당표시 제재,0
SK바사 약 2000억원 추가 지원금 확보 SK바사 주식↑ 관련주 켐온 대정,1
SK디스커버리 SK케미칼 주식 3만5000주 추가 매수,0
특징주 KEC 반도체 성과에 거래량 10배 주가도 상승,1
주가 16% 이유는,0
강세주 8% 상승 작년 영업이익 흑자전환,1
반도체 수혜주 알파홀딩스 주가 급등 배경은,1
주가 4%↑ 지난해 매출액 3328억,1
지난해 영업익 385억 흑자 전환,1
작년 매출액 33% 증가 흑자전환,1
특징주 14% 상승 쿠팡 아마존 출신 영입,0
4거래일 연속 하락에 10% 급락 공매도 수량 10주 미만,-1
특징주 8% 상승 쿠팡 오픈마켓 브랜드 평판조사 1위,-1
찾아가는 어린이 금융교육,0
농협은행 적격대출 재개 하루만에 69% 소진 금리 매력,0
하나 농협은행 적격대출 재개 첫날 3%대 금리 관심 집중,1
지방은행 시대 열리나 ④ 빛 좋은 개살구 될라,0
제주도체육회 생활체육활성화 사업 본격 추진,1
NH농협은행 적격대출 한도 300억 이틀 만에 소진,0
제주경제소식 체육시설가맹점 이용료 지원,1
박우혁 은행장 취임,0
지방은행 시대 열리나 ② 나 때는 12개였어,0
제주 말 예사로 들리는 영도 고무 해녀복도 처음 만들었다,0
대상 종근당 공장 GMP인증 획득,1
AI 빅데이터 사물인터넷 등 적용 디지털 전환으로 기존사업과 시너지,0
원자재값 올라 모두 죽쑤는데 고려아연 니꼬동은 웃는다,0
그룹 디지털 기업 변신 가속화 AI 빅데이터 스마트에너지 접목,0
구리 가격 고공행진에 풍산 대한전선 실적 개선 기대,1
전선 대한전선 구리 값 폭등에 함박웃음,1
주총 명노현 신임 대표 선임,0
일렉트릭 에너지 자동화 스타트업 6개사 발굴,0
서면없이 기술자료 요구 세방전지 ABB코리아 일렉트릭 제재,0
개미들 뿔났다 일렉트릭 핵심 전기차 부품사업 물적분할,0
GC 의료재단 오예진 전문의 질병관리청장 표창 수상,1
제약 단신 유한양행 GC 동국제약,0
GC 웰빙 2022 굿디자인웹 디자인 어워즈 수상,1
혁신신약 강자 꿈꾸는 연구개발 확대 여력 확보할 수단은,1
GC 지놈 GC지놈 으로 사명 변경,0
GC 지놈 GC지놈 으로 사명 변경해 새출발,0
GC 웰빙 2022 굿디자인웹 디자인 어워즈 수상,1
GC 목암생명과학연구소 소장으로 김선 교수 영입,0
GC 새 사명은 GC지놈 정체성 확립,0
제약 단신 GC 휴온스 유한양행,0
다시 뛰는 전선 관련주 왜,0
숨고르기후 다시 뛸까 외국인과 기관은 대량매수 전환,0
특징주 전선주 일제히 강세 구리가격 전고점 근접,1
특징주 윤석열 테마주 거래량 45배 폭등에 주가는,0
GS건설 오는 4월 제천자이 더 스카이 분양 예정,0
GS건설 바이오디젤 생산설비 표준 모듈화 MOU 체결,1
현산 포스코건설 최대 10대 건설사 비정규직 비율 전부 늘었다,0
건설근로자공제회 부산지사 하나은행과 건설근로자 하나로 전자카드 현장발,0
LH 인천검단 AB21 1 부천괴안 B2 주택개발 공모리츠 시범사업 우선협상대상,1
중기부 등 4개사 공정위에 고발 요청 공정거래법 하도급법 위,0
공정거래법 미래에셋자산운용㈜ 미래에셋생명보험㈜ ㈜ 검찰,0
중기부 미래에셋자산운용 등 공정위에 고발요청,0
GS건설 자이안 비 서비스 확대 파리크라상 서울옥션블루 제휴,1
임형길 중구청장 예비후보 대구 심장을 부활하겠다,1
대구 지역 백화점들 내달 본격 봄 정기세일 시작,0
꽃길 걸을 준비됐나요 오늘부터 백화점 벚꽃 세일,0
울진 등 산불 피해 복구에 구호 물품 지원,-1
제44회 대백어린이 미술 공모전 개최,0
대구 중구서 언제쯤 성소수자들이 마음 편하게 자신을 드러내고 사나 외침,0
난 아트전시 보고 골프 즐기러 백화점 간다,0
흡연 폭행 대구 동성로 어둠 드리운 골목 불 밝힌다,0
주가 78% 급락하자 8살 손주 등에 45억원어치 증여한 대구百 구정모 회장,-1
주가 4%↑ 지난해 매출 5824억 전년비 128% 급증,1
3거래일 연속 상승에 4000원선 재돌파 공매도 수량 10주 미만,1
비료 관련주 14 58% 상승세 조비 효성오앤비 뒤이어,1
주가 뛰어 요소수 대체 물질 개발로 수입대체 기대감 지속,1
산업용 요소수 대체할 탄산암모늄 용액 개발,1
주가 12%↑ 락탐 가격 상승에 수익성 개선,1
강세주 6% 상승 실적 회복세,1
3거래일 연속 상승에 20% 급등 공매도 수량 20주 미만,1
3년 만의 흑자 기대하는 주가 부양 가능할까,1
특징주 판가 인상 기대감에 시멘트주 강세,1
톤당 7 8만원 >9만원 >11만원 시멘트 쇼크 오르는 시멘트株,0
특징주 시멘트주 유연탄 수급난 우려 급등,-1
러와 우크라 평화협정 체결 지지부진 고려시멘트 한일시멘트 아세아시멘트,1
톤당 7 8만→9만→11만원 시멘트 대란에도 웃는 시멘트株,0
동해안 산불 영월군에 피해복구 성금 1억원 기탁,-1
건설자재 가격 급등에 건설株 주춤 vs 시멘트株 방긋,1
건자재 기업 일신석재 보광산업 전년 연간실적으로 희비,0
원가부담 등으로 올해 이익은 소폭 감소,-1
단독 LG디스플레이 독점 OLED 소재 이원화 추진,1
특징주 테슬라 급등 훈풍에 에코프로비엠 강세,1
특징주 60만원대 회복 북미 배터리 JV 출범 앞두고 4%↑,1
단독 에코프로비엠 오창 공장 재개 임박 SK온 숨통 틘다,0
상공의 날 금탑산업훈장 최윤호 사장 등 3명 수상,1
K 배터리 1분기 영업익 희비 교차 LG엔솔 반토막 두 배로,-1
4월에 JYP SK바사 눈여겨 보라는데 까닭은,0
천백슬라 탈환에 2차전지株 훈풍 LG엔솔 에코프로비엠↑,1
LG엔솔 이어 스텔란티스 美 JV 상반기 내 출범,0
수조원 쏟아붓는 K 배터리 재무건전성 탄탄,0
子온코태그 바이오마커 활용 암진단 기술 신기술 인증 획득,1
4거래일만에 1% 낙폭 공매도 수량 581주,0
건설 사업 신규 수주 나서 신규 사업 적극 진출,1
자사몰 뷰티랩 론칭 판매채널 확대,1
바이오메디카 세럼 5일 롯데홈쇼핑서 새해 첫 방송 출격,0
더미코스 FGF7 파워 인텐스 크림 28일 설 맞이 CJ온스타일 방송,0
안티에이징 케어 바이오메디카 세럼 롯데홈쇼핑 진행,0
더미코스 FGF7 아웃도어 패치&마스크 출시,1
中위챗 앱인앱 플랫폼 붉은낙타 에 바이오 코스메틱 브랜드 입점,0
이효진 부사장 美 아마존도 뚫어 판매 다각화,0
특징주 생활용품 관련주 흑자전환에 주가↑,1
도비도스 직수비데 위생 청결 기능 강화,1
연속 순매도 외인 30일째 매도,0
글로벌 욕실 제품 그룹 로카와 독점계약 체결,1
2021 굿 디자인 어워드 수상,1
타인에 대한 채무보증 결정,0
북미향 비데 4종 런칭 및 양식기 5종 아마존에 출시,1
욕실 전문기업 북미향 비데 4종 런칭 및 양식기 5종 아마존에 출시,1
욕실 전문기업 북미향 비데 4종 런칭 및 양식기 5종 아마존에 출시,1
울산에 합성수지 원료 공장 신설 1천405억원 투자,1
울산 중구에 성금 1억원 기탁,0
삼성증권 SK이노베이션 대한항공 LG이노텍,0
고부가 합성수지 원료 연간 15만t 생산할 공장 울산에 신설,0
울산 중구 지역복지사업 지원 성금 1억 쾌척,1
작년 연간 연결 영업익 11억 흑자전환,1
특징주 주가 전기차 관련주 각광에 연일 강세,1
특징주 17% 강세 전기차 가격경쟁 여파,1
코스피 코스닥 장중 상승 대한전선 일지테크 현우산업 급등,1
자회사 이송 변속기 부품 생산 판매 중단,-1
저PBR 상반기 국내외 고른 성장 PBR 0 67배,1
특징주 8% 강세 전기차 시장 가격 경쟁 확대,1
특징주 주가 상승세 테슬라 AI 데이 영향,1
특징주 23% 급등 자동차 부품 생산기업,1
브랜드평판 종이목재 상장기업 순위 1위 한솔제지 2위 국일제지 3위 깨끗한,1
더벨 매각 숏리스트 선정 본입찰 흥행할까,-1
MTN 인사이트 출발은 같아도 길은 여러갈래 제지 오너3세의 동상이몽,0
더벨 예비입찰 흥행 매각 본궤도 올라,-1
주당 40원 현금배당 결정,1
깨끗한나라 종이와목재 업체 중 관심 호감도 모두 1위 뒤이어,1
한솔제지 종이목재 상장기업 브랜드평판 3월 빅데이터 분석 1위,1
몸값 2000억 매각 본격화,-1
내달 예비인수 제안접수,0
더벨 산단 개발에 매각 성패 달렸다,-1
Who Is 정영채 NH투자증권 대표이사 사장,1
미래에셋생명 변액보험 중심 디지털자산관리센터 운영,0
크래프트테크놀로지스와 업무협약 AI 자산관리 모델 공동 연구,1
올해 연금 이전 고객 1만명 돌파,1
AI기업 크래프트 테크놀로지스 와 업무협약,1
코인거래소 수수료 증권사의 13배 사고는 3배,0
해외펀드 판매 100조 달성한 글로벌 플레이어 미래에셋그룹,0
박현주 김남구 스타일 정반대인데 미래에셋 한투 실적은 용호상박,0
미래에셋證 AI 전문기업 크래프트와 MOU 체결,1
연금이전 고객 1만명 돌파,1
애경유화 보통주 4만주 추가 취득,1
공시 애경유화 보통주 3만주 장내 매수,0
애경산업 지분 40 02%로 변동 장내매수,0
애경산업 특별관계자 등 지분율 63 73%→63 7%,0
특별관계자 지분 변동,0
제주항공 주식 7000주 장내매수,0
제주항공 주식 7000주 장내 매수,0
제주항공 주식 3000주 장내매수,0
제주항공 주식 4118주 장내매수,0
제주항공 2만8380주 장내매수,0
주가 23%↑ 곡물 가격 때문,1
대두 가격 상승 여파에 주가 급등,1
주가 급등랠리 러 우크라 침공 밀 보리 가격 훨훨,1
주가 상승세 보여 곡물가격 상승세에 간장 된장 가격도 오를까,1
특징주 러시아 추가 제재로 곡물가 인상 기대감 신송식품 上,1
코스피 코스닥 장중 하락 룽투코리아 에이티세미콘 급등,-1
급등왕의 급등맥 필살기 곡물주 급,1
원자력 발전 필수 기술 드라이아이스 세척 사업 진출,1
드라이아이스세척기 등 사업목적 추가,0
헬륨대란 일어나나 주가 17% ↑,1
외인 기관 팔자에 주가 17% 상승 무슨일,0
특징주 유럽 가스가격 폭등에 관련주 부각 14%↑,1
특징주 주가 강세 러시아 제재 가스 가격↑ 영향 받나,1
코스피 코스닥 장중 하락폭 확대 일진디스플 대동기어 뛰,-1
특징주 우크라이나發 가스공급 차질 우려 5%↑,-1
2021년 영업익 122억 사상 최대,1
34억→50억 16억이나 껑충 부동산 시장 역시 강남불패,1
대선뒤 서울 강남권 아파트값 들썩 개포 36억→ 51억,0
높은 주거쾌적성 누리는 타운하우스 라파드 더 테라스 4월 분양 예,0
노원 도봉구 재건축 예비진단 속속 통과,0
화마가 휩쓴 대전 시온쉼터 함께 하는 온정 이어져,0
벽적골두산 한신8단지 시공사 선정 절차 돌입 조합 설립 3개월만,1
SF AW 2022 PREVIEW 일렉트레이드 레이저 엣지 감지 센서 전시한다,0
박정열 학원 이사장 광주사립초중고법인협 5대 회장,0
아유경제_재건축 잠실 1 2 3차 재건축 정비계획 변경 순항,0
6 1 공주시의원 선거 누가 예비후보 등록했나,0
GS리테일 합병 시너지 글쎄 장애인 관련 악재까지,-1
온오프 유통업계에도 NFT 바람,0
개인정보 유출 무신사 등 7개사 과태료 부과,0
TV홈쇼핑 ‧씨제이이엔엠 재승인 결정,1
헤럴드∙e대한경제∙ ∙농민신문사∙볼링플러스 등 신입∙경력 모,0
헤럴드 농민신문사 등 신입∙경력 모집,0
납품업자에 갑질 과징금 54억,-1
공정위 납품업체 갑질 에 과징금 53억9 700만원 제재,-1
웰바이오텍 과 자가진단키트 72억 공급계약,1
멋대로 반품하고 판촉비 떠넘기고 과징금 10억원,-1
578억 규모 인테리어공사 수주,1
주가 급등 대규모 수주계약에 훨훨,1
건자재 기업 보광산업 한일현대시멘트 전년 연간실적으로 희비,0
군사시설 보호구역 해제 소식에 강세,1
오전 갑작스런 12% 급등 공매도 수량 51주,1
주가 15%↑ 김여정 말 한 마디에,1
특징주 소폭 상승 남북 경협주,0
특징주 2% 상승 남북 통신연락선 10월 초 복원 전망,0
주가 3%↑ 정부 민간 대북지원사업에 100억 지원,1
이엔플러스 아이오케이 시간외 주가 급락,-1
주가 급락 쌍방울그룹 계열사 지분 보유,-1
특징주 상한가 풀린 쌍방울의 쌍용차 인수說에 투심↑,1
시간외 주가 급등 쌍방울 나노스 비비안 지분 보유,1
NH농협은행 SUMMIT시스템 유지보수 계약,0
코스피 코스닥 장중 상승 코스나인 탑코미디어 급등,1
미래아이엔지 9억원 규모 시스템 유지보수 계약,0
쌍방울 광림 미래산업 주가 돌연 폭등 왜,0
3%룰 효과 에스엠 사조 외국인 매수 몰려,0
소액주주들 골프장 합병 추진한 이사진 잘라라,1
주지홍 개인 회사에 일감 그만 줘라 주주발언 계속된 주총,0
계란으로 바위 깰까 사조오양 소액주주 감사위원 선임 내막,0
주식농부 박영옥 삼양식품 본받아야,0
차파트너스운용 사조오양 거버넌스 개선 방안 공개 제안,0
사조오양 소액주주 감사위원 선임 표대결 승리 이사회 견제한다,0
사조오양 소액주주의 뜻깊은 승리 기어코 열린 사조그룹의 문,0
소액주주와 갈등 사조그룹 경영권 압박에 상장폐지 주장도,1
디지털 업무혁신 위한 AI 가상비서 도입,1
주가 훨훨 주택공급 활성화 기대↑,1
충남 제3호 문화예술 후원기업에 엔지니어링,0
주가 급등 재건축 규제 완화에 건축자재 사업 빛보나,1
정형준 전통서각협회장 목포시에 작품 기증,0
코어에이아이 에 대화형 AI비서 솔루션 공급,1
성동구도 리모델링 금호 안전진단 통과,0
현장24시 금 가고 물 새도 재건축 언감생심 속앓이하는 수원 조원 아파,0
서동욱 전남도의원 시민과의 약속은 꼭 지킨다,0
금천구 시흥2동 금동초교 관악 타운아파트 잇는 보행덱 설치 추진,1
한길구 박성우 대표이사 재선임,0
수정 25일 주총,0
영업이익 순이익 세 자릿수 증가,1
지난해 영업이익 399억원 전년比 448 9%↑,1
지난해 영업익 400억 원 전년比 449%↑,1
기업지배구조원 ESG 등급위원회 개최 오스템임플란트 하림지주,0
공시 지난해 영업이익 400억 시현,1
오스템임플란트 ESG 등급 C,0
작년 연간 영업익 399억 전년비 448%↑,1
KG동부제철 전환사채 매입 유관사업 외연 확장,1
소스업체 1위 집밥 열풍 견인차 역할 톡톡,1
함영준 회장 보유 지분 일부 계열사에 고가 매각,-1
3세 함연지 화장 안 하면 이런 얼굴 TEN★,0
쌍방울 풀무원 삼양식품 文정권서 급성장 한 유통기업 새정부 출범에,1
안 빨간 비빔면 세상이 왔다,0
K 라면 식품주가 웃는 이유는,0
Daily Pick 유통 롯데슈퍼 LG생활건강 쿠팡 外,0
MZ세대에게 착한기업이란,0
물 버리지 않는 짜장라면 짜슐랭 출시,1
치즈 과자 즉석밥 가공식품값 상승 10년 만에 최대,0
이번 주 추천주 인카금융서비스 등 저평가 매력,0
지난해 영업이익률은 9 6% 기록,1
예상을 뛰어넘은 호실적 하나,0
특징주 장초반 약세 오후부터 급등세 왜,-1
외형 내실 다 잡았다 올해 기대감도 ↑,1
두산공작기계 품은 신용등급 강등 왜,0
두산공작기계 인수 1 5조 차입 재무 부담 금주 주가 4 8%,0
에이프로젠MED 탄산탈수소화 효소 관련 뉴질랜드 특허,0
마켓인사이트 에이프로젠 흡수합병한다,1
기업 지배구조 개선 목적 에이프로젠 합병,1
에이프로젠바이오로직스 충청북도 투자유치 우수 유공자 표창,1
에이프로젠바이오로직스 이승호 신임 대표 선임,0
에이프로젠MED 에이프로젠제약 지지부진한 주가 특히 에이프로젠제약 소폭,0
에이프로젠MED 에이프로젠제약 지지부진한 주가 특히 에이프로젠MED 소폭,0
Weekly IP 명성티엔에스㈜ ㈜퓨쳐켐 에스씨엠생명과학㈜ 프레스티지 바이,0
에이프로젠MED 에이프로젠제약 모두 상승세로 특히 에이프로젠MED 2% 상승,1
버려지는 농산물 줄이기 캠페인,0
특징주 대두가격 상승에 수혜주 부각 7%↑,1
급등왕의 급등맥 필살기 곡물주 급,1
미국과 유럽 공략 위한 캔 김치 2종 출시,1
예스어스와 친환경 캠페인 진행,0
라이센스 식음료 PICK 배스킨라빈스 대상 外,0
러시아 적대국에 식량 수출 안 한다 주가 상승 중,1
미국 유럽에 캔 김치 선보여,0
헐커스 FC안양과 3년연속 후원협약 체결,1
일양 원비 노루모 5월부터 가격 인상 500→1000원으로,0
상장제약바이오 영업이익 셀트리온 삼바 SKBS 한미 순,1
동성제약 유일 지사제 정로환 경쟁 출사표,0
전 세계 25% 국가에 K 제약 바이오기업 사업체 진출했다,1
제51기 정기 주주총회,0
경영 수장 교체해 새 판 짜는 제약바이오 기업들,0
위장약 제트유 플러스정 리뉴얼 출시,1
기획연재 2022 업체별 신제품 주력 작물보호제 ④,0
주식 주가 갑작스런 14% 급등 이유는,1
보통주 250원 우선주 255원 현금배당,1
특징주 장 초반 10% 넘게 상승 왜,0
주가 상한가 대북지원 부각,1
